French,MOSSI
"19  Cependant, lorsqu’on vous livrera, ne vous inquiétez pas de [savoir] comment [vous parlerez] ou ce que vous aurez à dire, car ce que vous aurez à dire vous sera donné à cette heure-​là+ ;","19  La b sã n wa yõk yãmba, bɩ y ra maan yɩɩr ne yãmb sẽn na n gom to-to wall y sẽn na n yeel bũmb ning ye. Bala, b na n wilga yãmb y sẽn segd n yeelã wakat kãnga."
"20  car ceux qui parlent, ce n’est pas seulement vous, mais c’est l’esprit de votre Père qui parle par vous+.",20  Sẽn gomd-bã pa yãmb bal ye. Yaa yãmb Ba wã vʋʋsem sõngã n tũnug ne yãmb n gomda.
"21  De plus, le frère+ livrera son frère à la mort, et le père son enfant ; et les enfants se dresseront contre les parents et les feront mettre à mort+.","21  Sẽn paase, ned na n yõka a ba-biig n kɩs tɩ b kʋ, tɩ ba yõk a biig n kɩse, tɩ kamb kɩɩs b roagdb n kɩt tɩ b kʋ-ba."
"22  Et vous serez les objets de la haine de tous à cause de mon nom+ ; mais celui qui aura enduré jusqu’à la fin, celui-là sera sauvé+.","22  La nebã fãa na n kisga yãmb mam yʋʋrã yĩnga, la ned ning sẽn na n tõog toog* hal tɩ saabã ta, a na n paama fãagre."
"23  Quand on vous persécutera dans une ville, fuyez dans une autre+ ; car, vraiment, je vous le dis : Non, vous n’achèverez pas le tour+ des villes d’Israël avant que n’arrive le Fils de l’homme+. ","23  B sã n nams yãmb tẽng a ye bɩ y zoe n kẽng tẽng a to. Sɩd-sɩda, mam yeta yãmb tɩ yãmb pa na n gilg Israyɛll tẽnsã n sa la ninsaal Biigã wa ye. "
"24  “ Un disciple n’est pas au-dessus de son enseignant, ni un esclave au-dessus de son seigneur+.","24  “Karen-biig pa yɩɩd a karen-saamba, tɩ yamb me pa yɩɩd a zu-soab ye."
"25  Il suffit que le disciple devienne comme son enseignant, et l’esclave comme son seigneur+. S’ils ont appelé le maître de maison Béelzéboub*+, combien plus [appelleront-​ils] ainsi ceux de sa maisonnée !","25  La karen-biig sã n paam n lebg wa a karen-saamba, tɩ yamb me paam n lebg wa a zu-soaba, sekame. Nebã sã n bool zakã soab t’a Beelzebulli,* b kõn bool a zakã rãmb woto n yɩɩd sɩda?"
"26  Ne les craignez donc pas ; car il n’y a rien de voilé qui ne vienne à être dévoilé, et rien de secret qui ne vienne à être connu+.","26  Bɩ y ra zoe bãmb ye. Bala bũmb pa be sẽn lud sẽn pa na n puki, la bũmb pa be sẽn solg sẽn pa na n vẽneg ye."
"27  Ce que je vous dis dans les ténèbres, dites-​le dans la lumière* ; et ce que vous entendez chuchoter*, prêchez-​le [du haut] des toits en terrasse+.","27  Bũmb ning mam sẽn togs yãmb likẽ, bɩ y rɩk-a n togs vẽenemẽ, la y moon bũmb nins yãmb sẽn wʋm tɩ m walmã rotã zutu."
"28  Et ne craignez pas+ ceux qui tuent le corps, mais ne peuvent tuer l’âme* ; mais craignez plutôt celui+ qui peut détruire et l’âme et le corps dans la géhenne*+.","28  Ra zoe-y neb nins sẽn kʋʋd yĩngã, la b yaool n pa tõe n kʋ sɩɩgã* ye. Bɩ y zoe sẽn tõe n sãam-a yĩngã ne sɩɩgã fãa Zeyɛn* pʋgẽ wã."
"29  Ne vend-​on pas deux moineaux pour une pièce de monnaie de peu de valeur*+ ? Pourtant, pas un d’entre eux ne tombera à terre [à l’insu] de votre Père+.","29  B pa koosd yirs a yiib ligd-koɛɛng sẽn pa zem baa fʋɩ* sɩda? Baasgo, b baa a ye pa lʋɩt tẽng tɩ yãmb Ba wã pa bãng ye."
30  Mais les cheveux mêmes de votre tête sont tous comptés+.,30  La baa yãmb zugã zoobd fãa sõdame.
31  N’ayez donc pas peur : vous valez plus que beaucoup de moineaux+. ,"31  Woto wã, bɩ y ra maan dabeem ye. Yãmb yõod yɩɩda yirs wʋsgo. "
"32  “ Tout homme donc qui confesse devant les hommes qu’il est en union avec moi, je confesserai moi aussi devant mon Père qui est dans les cieux que je suis en union+ avec lui ;","32  “Rẽ n so tɩ ned ning fãa sẽn na n yeel nebã taoor t’a mii maam, ma-me na n yeela m Ba sẽn be saasẽ wã taoor tɩ m mi-a lame."
"33  mais celui qui me renie devant les hommes, je le renierai+ moi aussi devant mon Père qui est dans les cieux.","33  La ned sã n kɩɩs nebã taoor t’a pa mi maam, ma-me na n kɩɩsa m Ba sẽn be saasẽ wã taoor tɩ m pa mi-a ye."
"34  Ne pensez pas que je sois venu mettre la paix sur la terre ; je suis venu mettre, non pas la paix+, mais l’épée.",34  Ra tags-y tɩ mam waame n na n kɩt tɩ laafɩ zĩnd tẽngã zug ye. Mam pa wa ne laafɩ ye. M waa ne sʋʋga.
"35  Car je suis venu mettre la division : l’homme contre son père, et la fille contre sa mère, et la jeune femme contre sa belle-mère+.","35  Bala, m waame n na n kɩt tɩ welgr zĩnd bi-ribl ne a ba sʋka, bi-pugl ne a ma sʋka, la pag ne a sɩd-ma sʋka."
"36  Oui, les ennemis de l’homme seront les gens de sa propre maisonnée.","36  Hakɩɩka, ned meng zak rãmb na n yɩɩ a bɛɛba."
37  Qui a plus d’affection pour père ou mère que pour moi n’est pas digne de moi ; et qui a plus d’affection pour fils ou fille que pour moi n’est pas digne de moi+.,37  Ned ning sẽn nong a ba wall a ma n yɩɩd maam pa zems tɩ yɩ mam karen-biig ye. Sẽn nong-a a bi-ribl wall a bi-pugl n yɩɩd maam me pa zems tɩ yɩ mam karen-biig ye.
38  Et quiconque n’accepte pas son poteau de supplice* et [ne] suit [pas] derrière moi n’est pas digne de moi+.,38  La ned ning sẽn pa na n sak n dɩk a kũum ra-luk* n tũ maam pa zems tɩ yɩ mam karen-biig ye.
"39  Qui trouve son âme* la perdra, et qui perd son âme à cause de moi la trouvera+. ","39  Ned ning sẽn baood n na n kogl a vɩɩm,* a na n bõn-a lame, la ned ning sẽn bõn a vɩɩm* mam yĩng na n le paam-a lame. "
"40  “ Qui vous reçoit me reçoit [moi aussi], et qui me reçoit reçoit [aussi] celui qui m’a envoyé+.","40  “Ned ning sẽn deegd yãmb reegda ma-me, la ned ning sẽn deegd maam reegda Soab ning sẽn tʋm maamã me."
"41  Qui reçoit un prophète parce que c’est un prophète obtiendra une récompense de prophète+, et qui reçoit un homme juste parce que c’est un homme juste obtiendra une récompense d’homme juste+.","41  Sẽn deegd-a no-rɛɛs a sẽn yaa no-rɛɛsã yĩnga, a na paam no-rɛɛs keoore. La sẽn deegd-a nin-tɩrg a sẽn yaa nin-tɩrgã yĩnga, a na paam nin-tɩrg keoore."
"42  Et quiconque donne à boire, ne serait-​ce qu’une coupe d’eau froide, à l’un de ces petits, parce que c’est un disciple, vraiment je vous le dis, il ne perdra en aucune façon sa récompense+. ”","42  Sẽn paase, mam yeta yãmb sɩd tɩ ned ning sẽn na n kõ kom-bõon-kãensã ned a ye ko-maasg t’a yũ, a sẽn yaa mam karen-biigã yĩnga, a pa na n kong a keoorã ye.”"
"11  Or, quand Jésus eut achevé de donner des instructions à ses douze disciples, il partit de là pour enseigner et prêcher dans leurs villes+. ","11  A Zeezi sẽn wilg a karen-biis piig la a yiibã b sẽn segd n maanã n sa, bãmb mengã yii be n kẽng n tɩ zãms nebã b tẽnsẽ wã, la b moon koe-noogã. "
"2  Mais Jean, ayant entendu parler en prison+ des œuvres du Christ, envoya par le moyen de ses disciples","2  La a Zã sẽn zĩnd bãens roogẽ wã n wʋm tʋʋm nins Kiristã sẽn tʋmdã, a tʋma a karen-biisã"
"3  et lui dit : “ Es-​tu Celui qui vient, ou devons-​nous en attendre un autre+ ? ”","3  tɩ b tɩ sok bãmb yaa: “Yaa yãmb la Soab ning sẽn tog n wa wã bɩ, bɩ tõnd segd n gũu ned a to?”"
4  En réponse Jésus leur dit : “ Allez raconter à Jean ce que vous entendez et voyez :,"4  La a Zeezi leoka bãmb n yeele: “Kẽng-y n tɩ togs-y-yã a Zã bũmb nins yãmb sẽn wʋmda, la y sẽn yãta:"
"5  Les aveugles voient de nouveau+, et les boiteux+ marchent, les lépreux+ sont purifiés et les sourds+ entendent, et les morts+ sont relevés, et la bonne nouvelle+ est annoncée aux pauvres ;","5  Zoens nin pugsdame masã, põy kẽndame, wãoob lebgda yɩlma, wʋms wʋmdame, kũum vʋʋgdame, tɩ koe-noogã moond naong rãmb sʋka."
6  et heureux celui qui ne trouve pas en moi une occasion de trébucher+. ” ,6  Sũ-noog soab la ned ning sẽn pa yã bũmb mam nengẽ n lak n lʋɩ wã.” 
"7  Tandis que ceux-ci s’en allaient, Jésus commença à dire aux foules à propos de Jean : “ Qu’êtes-​vous sortis regarder au désert+ ? Un roseau agité par le vent+ ?","7  Nin-kãens loogr poore, a Zeezi sɩnga a Zã yell goama, n yeel kʋʋngã yaa: “Bõe la yãmb yi n tɩ ges weoogẽ wã? Tãnwĩig sobg sẽn da lengd bɩ?"
"8  Qu’êtes-​vous donc sortis voir ? Un homme habillé de vêtements moelleux ? Voyons, ceux qui portent des vêtements moelleux sont dans les maisons des rois+.",8  La yɩɩ bõe la yãmb sẽn yi n tɩ gesã? Rao sẽn yer fut* ligd sẽn toe bɩ? Ayo. Neb nins sẽn yer fut ligd sẽn yaa toogã bee rĩm-dãmb zagsẽ.
"9  Alors, pourquoi donc êtes-​vous sortis ? Pour voir un prophète ? Oui, je vous le dis, et bien plus qu’un prophète+.",9  Pʋd n yɩɩ bõe yĩng la yãmb sẽn yi wã? Yaa sẽn na n tɩ ges no-rɛɛs bɩ? N-⁠ye. Mam yeta yãmb t’a yɩɩda no-rɛɛs hal zĩig sẽn zãre.
"10  C’est celui dont il est écrit : ‘ Voyez ! Moi j’envoie mon messager* devant ta face, qui préparera ton chemin devant toi+. ’",10  Yaa nin-kãng yell la b sẽn gʋls n yeele: ‘Ade! Mam tʋmda mam koe-taasdã t’a reng fo taoore.* Yẽ na n lʋɩɩ fo taoor n maneg f sorã.’
"11  Vraiment, je vous le dis : Parmi ceux qui sont nés de femmes+, il n’en a pas été suscité de plus grand que Jean le Baptiste* ; mais quelqu’un qui est un petit* dans le royaume+ des cieux est plus grand que lui.","11  Mam yeta yãmb sɩd tɩ pagb sẽn dog b rãmbã sʋka, ned sẽn yɩɩd a Zãmbatiis nan pa zĩnd ye. La ned sẽn yaa bilf saasẽ Rĩungã pʋgẽ yɩɩda yẽnda."
"12  Mais depuis les jours de Jean le Baptiste jusqu’à présent, le royaume des cieux est le but vers lequel se pressent* les hommes, et ceux qui se pressent [ainsi] s’en emparent+.","12  Hal a Zãmbatiis wakatã n tãag masã, yaa saasẽ Rĩungã la nebã nangd pãng n data, la sẽn nangd-b pãng woto wã paamd-a lame."
"13  Car tous, les Prophètes et la Loi, ont prophétisé jusqu’à Jean+ ;","13  Bala hal n tãag a Zã wakatã, No-rɛɛsdbã ne Tõogã fãa togsa bũmb nins sẽn watã."
14  et si vous voulez l’admettre : C’est lui ‘ Éliya* qui doit venir+ ’.,"14  La y sã n na n sak n deege, yaa yẽ la ‘Eli ning sẽn da tog n wa wã.’"
15  Que celui qui a des oreilles écoute+. ,15  Bɩ sẽn tar-a tʋb kelge. 
"16  “ À qui comparerai-​je cette génération+ ? Elle est semblable à des petits enfants assis sur les places de marché, qui interpellent leurs camarades de jeux+,",16  “Mam na n maka zãmaan-kãngã nebã ne ãnd dãmba? Bãmb yaa wa kom-bõoneg sẽn zĩ raagẽ n gomd ne b reem-n-taas
"17  en disant : ‘ Nous vous avons joué de la flûte, mais vous n’avez pas dansé ; nous nous sommes lamentés, mais vous ne vous êtes pas frappé la poitrine de chagrin+. ’","17  n yetẽ: ‘Tõnd peeba wɩɩs tɩ yãmb sao, la yãmb pa sao ye. Tõnd yɩɩla kʋʋr yɩɩla, la yãmb pa wilg y sũ-sãang ye.’"
"18  Pareillement, Jean est venu ne mangeant ni ne buvant+, pourtant on dit : ‘ Il a un démon ’ ;","18  Woto me, a Zã waame n loet noor la a pa yũud divẽ ye. La nebã yeelame: ‘Zĩn n be ne-a.’"
"19  le Fils de l’homme est venu mangeant et buvant+, cependant on dit : ‘ Voyez ! Un homme glouton et buveur de vin, un ami des collecteurs d’impôts et des pécheurs+. ’ Cependant, la sagesse se révèle juste par ses œuvres+. ” ","19  Ninsaal Biigã waame, n dɩtẽ la b yũud divẽ, la nebã yeelame: ‘Ad rao sẽn yaa yão-be-ned la ned sẽn nong divẽ yũubu, n yaa yõor-yaood dɛɛgdbã la yel-wẽn-maandbã zoa.’ La yam soab tʋʋm* n wilgd* t’a tara yam.” "
"20  Alors il commença à faire des reproches aux villes dans lesquelles avaient eu lieu la plupart de ses œuvres de puissance, parce qu’elles ne s’étaient pas repenties+ :","20  Dẽ, bãmb sɩngame n gomd tẽns nins pʋsẽ b sẽn maan yel-soalem wʋsgã yelle, n ningd-b taal b sẽn pa tek yam n kos sugrã yĩnga:"
"21  “ Malheur à toi, Chorazîn ! Malheur à toi, Bethsaïda+ ! parce que, si les œuvres de puissance qui ont eu lieu chez vous avaient eu lieu à Tyr et à Sidon, il y a longtemps qu’elles se seraient repenties dans des toiles de sac et la cendre+.","21  “Korazin, fo na n paama toogo! Betsayida, fo na n paama toogo! Bala, yel-soalem nins sẽn maan yãmb pʋsẽ wã sã n da maanẽ Tɩɩr la Sɩdõ, woto tɩ b sẽn tek yam n kos sugr n yeelg bot la b zĩnd tompɛglem pʋgẽ daar zãra."
"22  C’est pourquoi je vous le dis : Ce sera plus supportable pour Tyr et Sidon, au Jour du Jugement+, que pour vous+.","22  La mam yeta yãmb tɩ Bʋ-kaoorã daare, na n yɩɩ nana ne Tɩɩr la Sɩdõ n yɩɩg yãmba."
"23  Et toi, Capernaüm+, se pourrait-​il que tu sois élevée jusqu’au ciel* ? Jusqu’à l’hadès*+ tu descendras+, parce que si les œuvres de puissance qui ont eu lieu chez toi avaient eu lieu à Sodome, elle serait demeurée jusqu’à ce jour.","23  La foom a Kapɛrnawum, b na n zẽka foom n ta saasẽ bɩ? Fo na n sigame n ta Yaoogẽ,* bala yel-soalem nins sẽn maan fo pʋgẽ wã sã n da maanẽ Sodom tẽngã pʋgẽ, a ra na n ketẽ lame n tãag rũndã."
"24  C’est pourquoi je vous le dis : Ce sera plus supportable pour le pays de Sodome, au Jour du Jugement, que pour toi*+. ” ","24  La mam yeta foom tɩ Bʋ-kaoorã daare, na n yɩɩ nana ne Sodom n yɩɩg foom.” "
"25  En ce temps-​là, Jésus dit alors : “ Je te loue publiquement, Père, Seigneur du ciel et de la terre, parce que tu as caché ces choses aux sages et aux intellectuels, et que tu les as révélées aux tout-petits+.","25  Wakat kãnga, a Zeezi yeelame yaa: “M Ba sẽn yaa yĩngr la tẽng Zu-soaba, mam pẽgda yãmb nebã taoore, bala yãmb solga bõn-kãensã ne yam dãmbã la ne bãngdbã, la y yaool n vẽneg-b ne kom-bõonegã."
"26  Oui, ô Père, parce que tu as trouvé bon d’agir ainsi.","26  N-⁠ye, m Ba, mam pẽgda yãmba, yãmb sẽn dat tɩ yɩ woto wã yĩnga."
"27  Toutes choses m’ont été remises par mon Père+, et personne ne connaît pleinement le Fils si ce n’est le Père+, personne non plus ne connaît pleinement le Père si ce n’est le Fils, et celui à qui le Fils veut bien le révéler+.","27  M Ba rɩka bũmb fãa n ning mam nugẽ, la ned baa a ye pa mi Biigã sõma tɩ sã n pa Ba wã ye. La ned baa a ye pa mi Ba wã sõma tɩ sã n pa Biigã, la ned ning Biigã sẽn dat n vẽnegã ye."
"28  Venez à moi, vous tous qui peinez et qui êtes chargés+, et moi je vous réconforterai.","28  Bɩ y wa mam nengẽ, yãmb fãa sẽn yɛ la sẽn tʋk zɩɩbo, la mam na bels yãmba."
"29  Prenez sur vous mon joug*+ et apprenez de moi*+, car je suis doux de caractère+ et humble de cœur, et vous trouverez du réconfort+ pour vos âmes*.","29  Rɩk-y mam gollã n pidi, la y tũ mam naoã tɩ y* na n paama yolsgo. Bala mam yaa sũ-maasem soab la sik-m-meng soaba."
30  Car mon joug est doux et ma charge est légère+. ”,"30  Bala, mam gollã yaa bʋgsgo,* tɩ m zɩɩbã yaa faasga.”"
"12  À cette époque-​là, Jésus s’en était allé, le sabbat, à travers les champs de céréales+. Ses disciples eurent faim et commencèrent à arracher des épis et à manger+.","12  Wakat kãnga, a Zeezi pasga pʋt Vʋʋsg daare. Kom da tara b karen-biisã, tɩ b sɩng n fãrd ka-zutã n wãbdẽ."
"2  En voyant cela, les Pharisiens lui dirent+ : “ Regarde ! Tes disciples font ce qu’il n’est pas permis de faire le sabbat+. ”","2  Fariziẽ-rãmbã sẽn yã rẽ, b yeela bãmb yaa: “Ges-y-yã! Yãmb karen-biisã maanda bũmb sẽn pa segd n maan Vʋʋsg daare.”"
3  Il leur dit : “ N’avez-​vous pas lu ce qu’a fait David quand lui et les hommes qui étaient avec lui ont eu faim+ ?,"3  A Zeezi yeela bãmb yaa: “Yãmb pa karem bũmb ning a Davɩɩd sẽn maane, kom sẽn wa n tar yẽ ne rap nins sẽn da be ne-a wã la?"
"4  Comment il est entré dans la maison de Dieu et comment ils ont mangé les pains de présentation*+, ce qu’il ne lui était pas permis+ de manger, ni à ceux qui étaient avec lui, sauf aux seuls prêtres+ ?","4  A sẽn yɩ wãn n kẽ Wẽnnaam doogẽ wã, la bãmb sẽn wãb burã b sẽn dɩk n kõ Wẽnnaamã,* bũmb sẽn yaa maan-kʋʋdbã bal n tar sor n na n wãbe, tɩ yẽ ne rap nins sẽn da be ne-a wã pa segd n wãbã la?"
"5  Ou bien, n’avez-​vous pas lu dans la Loi+ que, les sabbats, les prêtres dans le temple considèrent le sabbat comme non sacré et restent [pourtant] innocents+ ?","5  Bɩ yãmb pa karem Tõogã pʋgẽ tɩ Vʋʋsg daar fãa, maan-kʋʋdbã sẽn be wẽnd-doogẽ wã kɩɩsda Vʋʋsg daarã noy tɩ taal kae la?"
6  Mais je vous dis qu’il y a ici quelque chose de plus grand que le temple+.,6  La mam yeta yãmb tɩ sẽn yɩɩd wẽnd-doogã n be ka.
"7  Cependant, si vous aviez compris ce que signifie* : ‘ Je veux la miséricorde+ et non le sacrifice+ ’, vous n’auriez pas condamné les innocents.","7  La yãmb sã n da wʋm gomd ning sẽn yeele: ‘Mam data nimbãan-zoeere, la pa maandã’ võore, yãmb da kõn ning bʋʋm dãmbã taal ye."
"8  Car Seigneur du sabbat+, voilà ce qu’est le Fils de l’homme+. ” ","8  Bala, ninsaal Biigã yaa Vʋʋsg daarã Zu-soaba.” "
"9  Après être parti de cet endroit, il se rendit dans leur synagogue ;","9  Bãmb sẽn yi be, b tɩ kẽe karen-doog a ye pʋgẽ,"
"10  et, voyez, un homme avec une main desséchée+ ! Ils lui demandèrent alors : “ Est-​il permis, le sabbat, de guérir ? ” [C’était] afin de pouvoir le mettre en accusation+.","10  la rao nug sẽn ki* n da be be. Dẽ, bãmb soka a Zeezi yaa: “Zemsame tɩ b maag ned Vʋʋsg daar bɩ?” La yaa sẽn na yɩl n paam n dõd bãmba."
"11  Il leur dit : “ Quel est parmi vous l’homme qui a une seule brebis et qui, si celle-ci tombe, le sabbat, dans une fosse+, n’ira pas la saisir et la sortir [de là]+ ?","11  A Zeezi yeel-b lame: “Ãnd n be yãmb sʋk n tar pe-yɛnga, tɩ pe-kãng lʋɩ bok pʋgẽ Vʋʋsg daare, t’a pa tɩ tak-a n yiisi?"
"12  Tout bien considéré, combien un homme vaut plus qu’une brebis+ ! Donc, il est permis, le sabbat, de faire quelque chose de beau. ”",12  Ninsaal yõod yɩɩda pesg hal zĩig sẽn zãre! Rẽnd zemsame tɩ d maan bõn-sõng Vʋʋsg daare.”
"13  Alors il dit à l’homme : “ Tends ta main. ” Et il la tendit, et elle fut rétablie, saine comme l’autre main+.","13  Rẽ, bãmb yeela raoã yaa: “Tẽeg f nugã.” Raoã tẽega a nugã, la a nugã vʋʋgame n lebg wa a to wã."
14  Mais les Pharisiens sortirent et tinrent conseil contre lui pour le détruire+.,14  La Fariziẽ-rãmbã yiime n yẽs ne taab n dat n bãng b sẽn na n maan to-to n paam bãmb n kʋ.
"15  Ayant appris [cela], Jésus se retira de là. Et beaucoup le suivirent, et il les guérit tous+,","15  A Zeezi sẽn bãng rẽ, bãmb yii be n looge. Neb wʋsg me tũu bãmba, tɩ b maag b fãa."
16  mais il leur commanda sévèrement de ne pas le manifester+ ;,16  La b yeel-b lame tɩ b ra saag n gom bãmb yell ne neb a taabã ye.
"17  pour que s’accomplisse ce qui avait été prononcé par l’intermédiaire d’Isaïe le prophète, quand il a dit : ",17  Yaa sẽn na yɩl tɩ Wẽnnaam sẽn da kɩt tɩ no-rɛɛs a Ezayi togs bũmb ningã pidsi. A ra yeelame: 
"18  “ Voyez ! Mon serviteur+ que j’ai choisi, mon bien-aimé+ que mon âme a agréé ! Je mettrai mon esprit sur lui+, et il fera comprendre aux nations ce qu’est la justice.","18  “Ges-y-yã! Mam tʋm-tʋmd mam sẽn yãke, m nin-nongre, soab ning sẽn ta m yamã!* Mam na n ninga m vʋʋsem sõngã yẽ zugu, la yẽ na n wilga bu-zẽmsã tɩrlem sẽn yaa a soaba."
"19  Il ne fera pas de querelles+, il ne poussera pas de cris, et personne n’entendra sa voix dans les grandes rues.",19  Yẽ pa na n zab wall a zẽk a koɛɛg ye. Ned pa na n wʋm yẽ koɛɛg so-kãsemsã zut me ye.
"20  Il ne broiera pas le roseau froissé, et il n’éteindra pas la mèche de lin qui fume+, jusqu’à ce qu’il fasse sortir la justice+ avec succès*.","20  A pa na n kaoog tãnwĩig sẽn zẽgemde, la a pa na n kiis fɩtl laong sẽn nusd me, hal t’a wa tõog tɩ tɩrlem zĩndi."
"21  Oui, les nations espéreront en son nom+. ” ","21  Sɩd me, bu-zẽmsã na n kɩsa sɩd ne yẽ.”* "
"22  Alors on lui amena un homme possédé d’un démon [et qui était] aveugle et muet ; et il le guérit, de sorte que le muet parlait et voyait.","22  Dẽ, b talla rao zĩn sẽn be ne, la sẽn yaa zoang la muk n wa bãmb nengẽ, la bãmb sãoog-a lame, tɩ raoã sẽn da yaa mukã tõe n gome, t’a ninã neẽ me."
"23  Eh bien, toutes les foules étaient absolument émerveillées et disaient+ : “ Ne serait-​ce pas là le Fils de David+ ? ”","23  Rẽ linga kʋʋngã wʋsgo, la b sɩngame n sokdẽ yaa: “Nin-kãngã pa a Davɩɩd Biigã sɩda?”"
"24  En entendant cela, les Pharisiens dirent : “ Cet homme-​là n’expulse les démons que par le moyen de Béelzéboub*, le chef des démons+. ”","24  Fariziẽ-rãmbã sẽn wʋm dẽ, b yeelame: “Nin-kãngã sẽn digd zĩn-dãmbã, yaa ne a Beelzebull* sẽn yaa zĩn-dãmbã naabã maasem.”"
"25  Connaissant leurs pensées+, il leur dit : “ Tout royaume divisé contre lui-​même est réduit en désolation+, et toute ville ou maison divisée contre elle-​même ne subsistera pas.","25  A Zeezi sẽn bãng b tagsgã, b yeel-b lame: “Soolem ning fãa neb sẽn wẽneg n zabd taab lʋɩtame, la tẽng wall zak ning neb sẽn wẽneg n zabd taab pa na n kaoos ye.”"
"26  Pareillement, si Satan expulse Satan, il s’est divisé contre lui-​même ; comment donc son royaume subsistera-​t-​il ?","26  Woto me, a Sʋɩtãan sã n digd a Sʋɩtãana, a wẽneg n zabda ne a menga. Sã n yaa woto, a soolmã na n yɩɩ wãn n kaoose?"
"27  D’ailleurs, si c’est par le moyen de Béelzéboub+ que j’expulse les démons, vos fils, par le moyen de qui les expulsent-​ils ? C’est pourquoi ils seront vos juges.","27  La sã n mik tɩ mam digda zĩn-dãmbã ne a Beelzebull maasem, yaa ne ãnda maasem la yãmb kom-dibli wã rigd-ba? Yaa rẽ yĩng la bãmb sẽn na n yɩ yãmb bʋ-kaoodbã."
"28  Mais si c’est par le moyen de l’esprit de Dieu que j’expulse les démons, le royaume de Dieu vous a donc atteints+.","28  La sã n yaa ne Wẽnnaam vʋʋsem sõngã pãng la mam digd zĩn-dãmbã, rat n yeelame tɩ Wẽnnaam Rĩungã waame tɩ yãmb pa miẽ ye."
"29  Ou bien, comment quelqu’un peut-​il pénétrer dans la maison d’un homme fort et s’emparer de ses affaires, s’il ne lie d’abord l’homme fort ? Et alors il pillera sa maison+.","29  Ned tõe n kẽe pãng soab roogẽ, n wʋk a paoongã t’a pa reng n yõk pãng soabã n sẽb sɩda? Yaa rẽ poor bal la a tõe n zɛ a roogã teedo."
"30  Qui n’est pas avec moi est contre moi, et qui ne rassemble pas avec moi disperse+. ","30  Ned ning sẽn pa be ne maam kɩɩsda maam, la ned ning sẽn pa naag maam n tigsdẽ, a sãeegdame. "
"31  “ Voilà pourquoi je vous le dis : Toute espèce de péché et de blasphème sera pardonnée aux hommes, mais le blasphème contre l’esprit ne sera pas pardonné+.","31  “Rẽ n kɩt tɩ mam yet yãmb tɩ ninsaalbã na n paama sugr yel-wẽn buud fãa yĩnga, la tʋy buud fãa yĩnga, la sẽn tʋʋs-a Wẽnnaam vʋʋsem sõngã pa na n paam sugr ye."
"32  Par exemple, celui qui dit une parole contre le Fils de l’homme, il lui sera pardonné+ ; mais celui qui parle contre l’esprit saint*, il ne lui sera pas pardonné, non, ni dans ce système de choses-​ci* ni dans celui qui est à venir+. ","32  Wala makre, ned sã n gom ninsaal Biigã wẽnga, a na n paama sugri. La ned sã n gom Wẽnnaam vʋʋsem sõngã wẽnga, a pa na n paam sugr dũni-kãngã pʋgẽ, la dũni-paalgã* sẽn watã pʋgẽ me ye. "
"33  “ Ou faites que l’arbre soit beau et son fruit beau, ou faites que l’arbre soit pourri et son fruit pourri ; car l’arbre se connaît à son fruit+.","33  “Tɩɩg sã n yaa sõma, a biisã na n yɩɩ sõma. La tɩɩg sã n yaa yooko, a biisã me na n yɩɩ yoodo. Bala, b bãngda tɩ-sõng bɩ tɩ-yook a biisẽ."
"34  Progéniture de vipères+, comment pouvez-​vous dire de bonnes choses, alors que vous êtes méchants+ ? Car c’est de l’abondance du cœur que la bouche parle+.","34  Wag-toos yagense, yãmb na n yɩɩ wãn n gom gom-sõma tɩ yãmb mensã yaool n yaa nin-wẽnse? Bala yaa sũur sẽn pid ne bũmb ningã la noor yiisda."
"35  L’homme bon, de son bon trésor, fait sortir de bonnes choses+, tandis que l’homme mauvais, de son mauvais trésor, en fait sortir de mauvaises+.","35  Nin-sõng noor yiisda bõn-sõma, a sũur sẽn pid ne bõn-sõma wã yĩnga. La nin-wẽng noor yiisda bõn-wẽnse, a sũur sẽn pid ne bõn-wẽnsã yĩnga."
"36  Je vous dis que toute parole inutile que disent les hommes, ils en rendront compte+ au Jour du Jugement ;","36  Mam yeta yãmb tɩ Bʋ-kaoorã daare, b na n soka ninsaalbã gom-vɩɩd nins fãa b sẽn gomã."
"37  car par tes paroles tu seras déclaré juste, et par tes paroles tu seras condamné+. ” ","37  Bala, yaa fo goamã la b na n tik n kõ-f bʋʋm, leb n yaa fo goamã la b na n tik n ning-f taale.” "
"38  Alors, lui adressant la parole*, quelques-uns des scribes et des Pharisiens dirent : “ Enseignant, nous voulons voir un signe [qui vienne] de toi+. ”","38  La sẽn na yɩl n leok a Zeezi, gʋlsdbã ne Fariziẽ-rãmbã kẽer yeelame: “Karen-saamba, tõnd ratame tɩ y maan yel-solemd tɩ d yã.”"
"39  En réponse il leur dit : “ Une génération méchante et adultère+ recherche sans cesse un signe, mais aucun signe ne lui sera donné si ce n’est le signe de Yona le prophète+.","39  Bãmb leok-b lame n yeele: “Zãmaan-kãngã neb sẽn yaa wẽns la yoaadbã* rat n yãa yel-solemde, la b pa na n yã yel-solemd a to n zʋʋg no-rɛɛs a Zonas yel-solemdã ye."
